title,filenames,captions
Amethyst,Quartz gisements.jpg,amethyst found locat world greatest product marabá pará marabá pau d'arco pará pau d'arco pará paraná basin rio grand sul brazil sandov santa cruz depart bolivia santa cruz bolivia artiga uruguay kalomo kalomo zambia thunder bay thunder bay ontario lesser amount found locat africa brazil spain argentina russia afghanistan south korea mexico unit state lt ref quot amethnyst quot gt cite journal shigley laur jans elen dirlam year titl gem local journal gem amp gemolog volum number page doi gem url http www gia doc fall gem gemolog local pdf archiv url http ghostarch org archiv http www gia doc fall gem gemolog local pdf archiv date url statu live accessd april lt ref gt quartz gisement main amethyst produc countri amethyst produc abund state rio grand sul brazil occur larg geod volcan rock lt ref gt cite web titl serviço geológico brasil url http www cprm gov br publiqu cprm divulga canal escola alguma gema classica html access date websit www cprm gov br lt ref gt lt ref gt cite web date titl os alemã pedra preciosa gaúcha url http gauchazh clicrb br cultura lazer almanaqu noticia os alema pedra preciosa gaucha html access date websit gzh languag pt br lt ref gt lt ref gt cite web efe da date titl maior pedra de água marinha é brasileira ficará exposta no eua url http globo ciencia saud noticia maior pedra de agua marinha brasileira ficara exposta no eua html access date websit ciência saúd languag pt br lt ref gt lt ref gt cite web rs date titl pedra de ametista são atrativo para turista em cidad nort rs url http globo rs rio grand sul nossa terra noticia pedra de ametista sao atrativo para turista em cidad nort rs html access date websit nossa terra languag pt br lt ref gt hollow agat southwestern brazil uruguay crop amethyst crystal interior artiga uruguay neighbor brazilian state rio grand sul larg world produc lesser quantiti mine mina gerai bahia state lt ref quot amethnyst quot gt
Amethyst,"Geode di quarzo ametista dal rio grande do sul, brasile.JPG",geod di quarzo ametista dal rio grand sul brasil amethyst geod form larg crystal grew open space insid rock
Amethyst,Amethyst close cropped.jpg,amethyst close crop emerald cut amethyst
Albertosaurus,Tyrrell - Crane Albertosaure.jpg,tyrrel crane albertosaur holotyp specimen cmn
Albertosaurus,Albertosaurus teeth - Royal Tyrrell Museum.jpg,albertosauru teeth royal tyrrel museum upright teeth dri island drumhel royal tyrrel museum
Albertosaurus,Albertosaurus skull Royal Tyrrell 1.jpg,albertosauru skull royal tyrrel skull tmp
Albertosaurus,Albertosaurus Royal Tyrrell 2.jpg,albertosauru royal tyrrel gorgosauru speci albertosauru libratu dale russel
Albertosaurus,Albertoscale.svg,albertoscal size comparison
Albertosaurus,Albertosaurus skull cast.jpg,albertosauru skull cast skull cast geolog museum copenhagen
Albertosaurus,Albertosaurus NT small.jpg,albertosauru nt small life restor
Albertosaurus,Albertosaurus Clean.png,albertosauru clean upright cast rocki mountain dinosaur resourc woodland park colorado
Albertosaurus,Edmontosaurus pounding Albertosaurus by durbed.jpg,edmontosauru pound albertosauru durb restor edmontosauru fight albertosauru
Albertosaurus,Albertosaurus hunting Saurolophus.jpg,albertosauru hunt saurolophu albertosauru hunt saurolophu
Albertosaurus,Common-Avian-Infection-Plagued-the-Tyrant-Dinosaurs-pone.0007288.g002.jpg,common avian infect plagu tyrant dinosaur pone tyrannosaur jaw bone trichomonosi type lesion upper albertosauru
Ambrosia,"WLANL - MicheleLovesArt - Museum Boijmans Van Beuningen - Istoriato schotel, de maaltijd der Goden op de Olympus.jpg",wlanl michelelovesart museum boijman van beuningen istoriato schotel de maaltijd der goden op de olympu upright food god olympu maiolica majolica dish attribut nicola da urbino
Ambrosia,Johann Balthasar Probst 002.jpg,johann balthasar probst theti anoint achil ambrosia johann balthasar probst
Ambrosia,Mosaik &quot;Wahnsinn des Lykurg&quot; — Exponat in der Archäologischen Staatssammlung München.JPG,mosaik quot wahnsinn de lykurg quot exponat der archäologischen staatssammlung münchen lycurgu attack nymph ambrosia roman mosaic mosaic herculaneum ad
Ambrose,"Altare di s. ambrogio, 824-859 ca., retro di vuolvino, storie di sant'ambrogio 06 miracolo delle api.jpg",altar di ambrogio ca retro di vuolvino stori di sant'ambrogio miracolo dell api upright relief ill vuolvino depict ambros child bee swarm crib father imag sky cloud quot send flame quot sfn paredi pp relief altar sant'ambrogio basilica sant'ambrogio
Ambrose,Anthonis van Dyck 005.jpg,anthoni van dyck saint ambros bar theodosiu milan cathedr quot piou fiction quot sfn chesnut paint anthoni van dyck nation galleri london
Ambrose,"Sant'Ambrogio Cript in Basilica of Sant'Ambrogio, Milan.jpg",sant'ambrogio cript basilica sant'ambrogio milan emboss silver urn bodi ambros white vestment crypt sant'ambros skeleton gervas protas alt
Ambrose,Museo del Duomo - Milan - St Ambrose of Milan - Unknown Lombard author (early 17 century).jpg,museo del duomo milan st ambros milan unknown lombard author earli centuri statu saint ambros scourg museo del duomo milan unknown lombard author earli centuri
Ambrose,Saint Ambrose in His Study 1.jpg,saint ambros studi saint ambros studi circa lk spanish palencia wood trace polychromi metropolitan museum art york citi
Ambrose,Mosaic of Saint Ambrose.png,mosaic saint ambros mosaic ambros westminst cathedr london
Ambrose,De officiis ministrorum.jpg,de officii ministrorum de officii ministrorum circa manuscript abbey librari saint gall cod sang lt ref gt cite web titl ambros de officii ministrorum websit codic unifr ch publish swissunivers url http www codic unifr ch en csg access date januari lt ref gt work ambrose' sfn ramsey
Amber,Amber2.jpg,ant insid baltic amber
Amber,Amber Bernstein many stones.jpg,amber bernstein stone unpolish amber stone
Amber,Amber Fisher.jpg,amber fisher fish amber coast baltic sea winter storm throw amber nugget close gdańsk poland
Amber,Gouttes-drops-resine-2.jpg,goutt drop resin upright wood resin sourc amber
Amber,Baltic-amber-fossils-inclusions.jpg,molecular polymer lt ref gt result high pressur temperatur produc overli sediment transform resin copal sustain heat pressur drive terpen result format amber lt ref gt cite book patti rice titl amber golden gem age ed publish authorhous year isbn lt ref gt happen resin resist decay tree produc resin major case deposit broken physic biolog process exposur sunlight rain microorgan extrem temperatur disintegr resin resin surviv long amber resist forc produc condit exclud lt ref gt poinar georg life amber stanford calif stanford univers press isbn lt ref gt fossil resin europ fall categori baltic amber resembl agathi group fossil resin america africa close relat modern genu hymenaea lt ref gt cite journal lambert jb poinar jr year titl amber organ gemston journal account chemic research volum issu page doi pmid lt ref gt baltic amber thought fossil resin plant famili sciadop sciadopityacea live north europ lt ref gt cite journal wolf tappert muehlenbach boudreau mckellar basing garrett titl propos botan origin baltic amber journal proceed royal societi biolog scienc date june volum issu page doi rspb pmid pmc lt ref gt baltic amber fossil inclus baltic amber inclus
Amber,"Bernstein Bitterfeld, Gedanit, Bruchstücke 5658.jpg",abnorm develop resin live tree succinosi result format amber lt ref gt cite web sherborn charl davi year titl natur scienc monthli review scientif progress volum url http book googl book id uczpaaaamaaj amp succinosi amp pg lt ref gt impur present resin drop ground materi useless varnish make impur amber call firniss lt ref gt cite book braswel tripp pearli titl real diamond amp preciou stone bibl publish xlibri corpor year isbn locat bloomington page languag en lt ref gt inclus miner inclus substanc amber unexpect color pyrit give bluish color boni amber owe cloudi opac numer tini bubbl insid resin sfn rudler call black amber kind jet gemston jet citat need date januari darkli cloud opaqu amber inclus imag high energi high contrast high resolut ray lt ref gt cite news amo jonathan date april titl bbc news quot secret dino bug reveal quot april work bbc news url http news bbc uk scienc natur stm url statu live archiv url http web archiv org web http news bbc uk scienc natur stm archiv date august lt ref gt bernstein bitterfeld gedanit bruchstück amber bitterfeld
Amber,Baltic-amber-deposit-Yantarny.jpg,baltic amber deposit yantarni upright open cast amber mine quot primorskoj quot jantarni kaliningrad oblast russia
Amber,Amber miners2.jpg,amber extract baltic amber holocen deposit gdańsk poland amber global distribut rock cretac age younger histor coast west königsberg prussia region prussia world' lead sourc amber mention amber deposit date back centuri lt ref gt http leta st blog histori russian amber quot histori russian amber part begin quot webarch url http web archiv org web http leta st blog histori russian amber date march leta st lt ref gt juodkrantė histori juodkrantė lithuania establish mid centuri mine town amber world' extract amber locat area transfer russian soviet feder socialist republ ussr kaliningrad oblast lt ref gt cite web url http gurukul ucc american ted amber htm publish gurukul ucc american titl amber trade environ kaliningrad oblast archiv url http web archiv org web http gurukul ucc american ted amber htm archiv date juli lt ref gt
Amber,Colours of Baltic Amber.jpg,colour baltic amber uniqu color baltic amber polish stone
Amber,Ambre bleu dominicain 21207.jpg,ambr bleu dominicain blue amber dominican republ
Amber,HALAMB48.JPG,upright typic amber specimen number indistinct inclus
Amber,Snailamber.jpg,snailamb upright snail insect trap burmes amber
Amber,Fossil frog in amber.png,fossil frog amber skeleton frog electrorana preserv mid cretac burmes amber alt
Amber,Altamira Ambre MHNT.PRE.2012.0.615.jpg,altamira ambr mhnt pre solutrean amber cave altamira altamira muséum de toulous
Amber,amber.pendants.800pix.050203.jpg,amber pendant upright pendant made amber oval pendant convert mm frac abbr
Amber,Halssnoer van barnstenen kralen.png,halssnoer van barnstenen kralen upright amber necklac bce
Alphorn,Seealpsee Juni2018 Alphorn.jpg,seealpse alphorn upright detail end alphorn
Alphorn,German Fest 2023 31 (alpenhorn players).jpg,german fest alpenhorn player alphorn player german fest german fest milwauke
Army,Army Corps at the Victory parade.jpg,armi corp victori parad azerbaijan armi soldier parad
Army,"The Gorkha Regiment marching contingent passes through the Rajpath during the 65th Republic Day Parade 2014, in New Delhi on January 26, 2014.jpg",gorkha regiment march conting pass rajpath republ day parad delhi januari indian armi soldier parad
Army,Warring States or Western Han crossbow.jpg,war state western han crossbow bronz crossbow trigger mechan butt plate mass produc war state period bce
Army, Riace bronzes - Statue A- Ancient Greek warrior.jpg,riac bronz statu ancient greek warrior upright ancient greek warrior bronz riac bronz circa bce
Army,Relief Kolumna Trajana2.jpg,relief kolumna centuri depict roman soldier trajan' column
Army,Belagerung von Calais 1346-1347.JPG,belagerung von calai armi middl age consist nobl knight render servic suzerain hire footsoldi
Army,Marignano.jpg,marignano swiss mercenari german landsknecht fight glori fame money battl marignan bulk renaiss armi compos mercenari
Army,Battle-of-Fontenoy.jpg,battl fontenoy colonel gard français french guard grenadi guard british guard polit discuss fire battl fontenoy lt ref gt mackinnon daniel http archiv org detail origin servic coldstream guard london vol note lt ref gt quot lace war quot
Army,MoshkovVI SrazhLeypcigomGRM.jpg,moshkovvi srazhleypcigomgrm battl leipzig battl nation mark transit aristocrat armi nation armi lt ref gt http www lecavalierbleu imag extrait pdf napoléon réinventé art de la guerr webarch url http web archiv org web http www lecavalierbleu imag extrait pdf date lecavalierbleu lt ref gt conscript mass replac hire profession nation hatr overrid dynast conflict earli total war
Army,Operation Crusader.jpg,oper crusad british indian armi personnel oper crusad egypt
Army,Italian Army 7th Army Aviation Regiment &quot;Vega&quot; NH90 transport helicopters.png,italian armi armi aviat regiment quot vega quot transport helicopt armi featur special unit give air sea support imag depict italian armi armi aviat regiment quot vega quot transport troop nhindustri helicopt
Alligatoridae,Alligator olseni.jpg,allig olseni olseni fore limb
Alligatoridae,Alligator prenasalis.JPG,allig prenasali allig prenasali fossil
Alligatoridae,Caiman crocodilus llanos white background.JPG,caiman genu caiman caiman crocodilu llano white background
Alligatoridae,Melanosuchus niger white background.jpg,melanosuchu melanosuchu niger white background
Alligatoridae,Dwarf Caiman white background.jpg,paleosuchu dwarf caiman white background
Alligatoridae,Alligator white background.jpg,allig allig white background
Alligatoridae,Siamese Crocodile white background.jpg,crocodylida crown group siames crocodil white background
Alligatoridae,"Gavialis gangeticus (Gharial, Gavial) white background.jpg",gaviali gaviali gangeticu gharial gavial white background
Alligatoridae,Tomistoma schlegelii. white background.JPG,tomistoma tomistoma schlegelii white background
Alligatoridae,Caiman crocodilus Tropicario 2.JPG,caiman crocodilu tropicario caiman crocodilu crocodilu helsinki tropicario zoo aquarium helsinki finland
Alligatoridae,Crocnest.JPG,list crocodilian extinct crocnest allig nest everglad nation park florida unit state
Alligatoridae,Spectacled caiman by Keven Law.jpg,spectacl caiman keven law spectacl caiman head
Alligatoridae,Wikipedia-7744.jpg,wikipedia black caiman jauaperi river amazonia
Alligatoridae,Caïman de Schneider (Paleosuchus trigonatus).jpg,caïman de schneider paleosuchu trigonatu head smooth front caiman
Alder,Alder catkins - 1 (2222383479).jpg,alder catkin femal alder catkin shed seed
Alder,Alnus_serrulata.jpg,alnu serrulata alnu serrulata male catkin
Alder,LUT SEM Alder pollen 3kx.jpg,lut sem alder pollen pollen
Alder,Alnus incana rugosa leaves.jpg,alnu incana rugosa leav speckl alder alnu incana subsp rugosa leav
Alder,Alnus serrulata leaves.jpg,alnu serrulata leav leav tag alder
Alder,Alnus-viridis-leaves.JPG,alnu viridi leav green alder alnu viridi
Alder,AlnusXspaethii.jpg,alnusxspaethii alnu spaethii alnu spaethii
Alder,Wappen at grossarl.png,wappen grossarl alder coat arm grossarl austria
Amos Bronson Alcott,Abby May Alcott.jpg,abbi alcott abbi alcott year
Amos Bronson Alcott,Record of a School.JPG,record school record school chronicl alcott' templ school publish
Amos Bronson Alcott,Fruitlands in 1915.jpg,fruitland alcott charl lane found quot fruitland quot
Amos Bronson Alcott,The Wayside Concord Massachusetts.jpg,waysid concord massachusett waysid home turn alcott famili nathaniel hawthorn margaret sidney
Amos Bronson Alcott,OrchardHouseConcord2CMA.jpg,orchard hous concord massachusett
Amos Bronson Alcott,Concord School of Philosophy.jpg,concord school philosophi hillsid chapel home alcott' concord school philosophi
Amos Bronson Alcott,Amos Bronson Alcott.png,amo bronson alcott portrait alcott
Amos Bronson Alcott,Mr Alcott's study.jpg,mr alcott' studi alcott studi orchard hous
Alabaster,Lioness Bast cosmetic jar 83d40m tut burial artifact.jpg,lioness bast cosmet jar tut burial artifact calcit alabast tomb tutankhamun bc contain practic objet art cosmet jar made egyptian alabast featur lid surmount lioness goddess bast mytholog bast
